junk line
28.02.2017 01:00:00.000 GMT+1200,1190.888,1190.888,1190.888,1190.888,10000.1
01.03.2017 01:00:00.000 GMT+1200,1230.016,1230.016,1230.016,1230.016,10000.1
02.03.2017 01:00:00.000 GMT+1200,1260.924,1260.924,1260.924,1260.924,10000.1
03.03.2017 01:00:00.000 GMT+1200,1290.786,1290.786,1290.786,1290.786,10000.1
04.03.2017 01:00:00.000 GMT+1200,1267.68,1267.68,1267.68,1267.68,10000.1
05.03.2017 01:00:00.000 GMT+1200,1277.685,1277.685,1277.685,1277.685,10000.1
06.03.2017 01:00:00.000 GMT+1200,1280.868,1280.868,1280.868,1280.868,10000.1
07.03.2017 01:00:00.000 GMT+1200,1232.431,1232.431,1232.431,1232.431,10000.1
08.03.2017 01:00:00.000 GMT+1200,1150.481,1150.481,1150.481,1150.481,10000.1
09.03.2017 01:00:00.000 GMT+1200,1191.815,1191.815,1191.815,1191.815,10000.1
10.03.2017 01:00:00.000 GMT+1200,1117.025,1117.025,1117.025,1117.025,10000.1
11.03.2017 01:00:00.000 GMT+1200,1181.645,1181.645,1181.645,1181.645,10000.1
12.03.2017 01:00:00.000 GMT+1200,1229.505,1229.505,1229.505,1229.505,10000.1
13.03.2017 01:00:00.000 GMT+1200,1243.242,1243.242,1243.242,1243.242,10000.1
14.03.2017 01:00:00.000 GMT+1200,1246.309,1246.309,1246.309,1246.309,10000.1
15.03.2017 01:00:00.000 GMT+1200,1259.601,1259.601,1259.601,1259.601,10000.1
16.03.2017 01:00:00.000 GMT+1200,1172.909,1172.909,1172.909,1172.909,10000.1
17.03.2017 01:00:00.000 GMT+1200,1070.128,1070.128,1070.128,1070.128,10000.1
18.03.2017 01:00:00.000 GMT+1200,970.598,970.598,970.598,970.598,10000.1
19.03.2017 01:00:00.000 GMT+1200,1017.8,1017.8,1017.8,1017.8,10000.1
20.03.2017 01:00:00.000 GMT+1200,1041.343,1041.343,1041.343,1041.343,10000.1
21.03.2017 01:00:00.000 GMT+1200,1115.039,1115.039,1115.039,1115.039,10000.1
22.03.2017 01:00:00.000 GMT+1200,1037.44,1037.44,1037.44,1037.44,10000.1
23.03.2017 01:00:00.000 GMT+1200,1029.95,1029.95,1029.95,1029.95,10000.1
24.03.2017 01:00:00.000 GMT+1200,935.946,935.946,935.946,935.946,10000.1
25.03.2017 01:00:00.000 GMT+1200,964.692,964.692,964.692,964.692,10000.1
26.03.2017 01:00:00.000 GMT+1200,965.229,965.229,965.229,965.229,10000.1
27.03.2017 01:00:00.000 GMT+1200,1040.491,1040.491,1040.491,1040.491,10000.1
28.03.2017 01:00:00.000 GMT+1200,1044.251,1044.251,1044.251,1044.251,10000.1
29.03.2017 01:00:00.000 GMT+1200,1040.392,1040.392,1040.392,1040.392,10000.1
30.03.2017 01:00:00.000 GMT+1200,1037.527,1037.527,1037.527,1037.527,10000.1
31.03.2017 01:00:00.000 GMT+1200,1079.748,1079.748,1079.748,1079.748,10000.1
01.04.2017 01:00:00.000 GMT+1200,1089.511,1089.511,1089.511,1089.511,10000.1
02.04.2017 01:00:00.000 GMT+1200,1098.776,1098.776,1098.776,1098.776,10000.1
03.04.2017 01:00:00.000 GMT+1200,1147.631,1147.631,1147.631,1147.631,10000.1
04.04.2017 01:00:00.000 GMT+1200,1143.746,1143.746,1143.746,1143.746,10000.1
05.04.2017 01:00:00.000 GMT+1200,1134.998,1134.998,1134.998,1134.998,10000.1
06.04.2017 01:00:00.000 GMT+1200,1190.597,1190.597,1190.597,1190.597,10000.1
07.04.2017 01:00:00.000 GMT+1200,1193.019,1193.019,1193.019,1193.019,10000.1
08.04.2017 01:00:00.000 GMT+1200,1184.824,1184.824,1184.824,1184.824,10000.1
09.04.2017 01:00:00.000 GMT+1200,1210.055,1210.055,1210.055,1210.055,10000.1
10.04.2017 01:00:00.000 GMT+1200,1213.339,1213.339,1213.339,1213.339,10000.1
11.04.2017 01:00:00.000 GMT+1200,1224.767,1224.767,1224.767,1224.767,10000.1
12.04.2017 01:00:00.000 GMT+1200,1216.505,1216.505,1216.505,1216.505,10000.1
13.04.2017 01:00:00.000 GMT+1200,1178.533,1178.533,1178.533,1178.533,10000.1
14.04.2017 01:00:00.000 GMT+1200,1183.44,1183.44,1183.44,1183.44,10000.1
15.04.2017 01:00:00.000 GMT+1200,1180.699,1180.699,1180.699,1180.699,10000.1
16.04.2017 01:00:00.000 GMT+1200,1184.787,1184.787,1184.787,1184.787,10000.1
17.04.2017 01:00:00.000 GMT+1200,1203.731,1203.731,1203.731,1203.731,10000.1
18.04.2017 01:00:00.000 GMT+1200,1217.596,1217.596,1217.596,1217.596,10000.1
19.04.2017 01:00:00.000 GMT+1200,1226.939,1226.939,1226.939,1226.939,10000.1
20.04.2017 01:00:00.000 GMT+1200,1255.403,1255.403,1255.403,1255.403,10000.1
21.04.2017 01:00:00.000 GMT+1200,1257.135,1257.135,1257.135,1257.135,10000.1
22.04.2017 01:00:00.000 GMT+1200,1244.375,1244.375,1244.375,1244.375,10000.1
23.04.2017 01:00:00.000 GMT+1200,1248.2175,1248.2175,1248.2175,1248.2175,10000.1
24.04.2017 01:00:00.000 GMT+1200,1248.325,1248.325,1248.325,1248.325,10000.1
25.04.2017 01:00:00.000 GMT+1200,1263.545,1263.545,1263.545,1263.545,10000.1
26.04.2017 01:00:00.000 GMT+1200,1284.845,1284.845,1284.845,1284.845,10000.1
27.04.2017 01:00:00.000 GMT+1200,1329.19,1329.19,1329.19,1329.19,10000.1
28.04.2017 01:00:00.000 GMT+1200,1320.0513,1320.0513,1320.0513,1320.0513,10000.1
29.04.2017 01:00:00.000 GMT+1200,1327.0388,1327.0388,1327.0388,1327.0388,10000.1
30.04.2017 01:00:00.000 GMT+1200,1347.9588,1347.9588,1347.9588,1347.9588,10000.1
01.05.2017 01:00:00.000 GMT+1200,1402.0838,1402.0838,1402.0838,1402.0838,10000.1
02.05.2017 01:00:00.000 GMT+1200,1443.6825,1443.6825,1443.6825,1443.6825,10000.1
03.05.2017 01:00:00.000 GMT+1200,1491.9988,1491.9988,1491.9988,1491.9988,10000.1
04.05.2017 01:00:00.000 GMT+1200,1515.6288,1515.6288,1515.6288,1515.6288,10000.1
05.05.2017 01:00:00.000 GMT+1200,1512.2088,1512.2088,1512.2088,1512.2088,10000.1
06.05.2017 01:00:00.000 GMT+1200,1548.2863,1548.2863,1548.2863,1548.2863,10000.1
07.05.2017 01:00:00.000 GMT+1200,1555.4713,1555.4713,1555.4713,1555.4713,10000.1
08.05.2017 01:00:00.000 GMT+1200,1639.3225,1639.3225,1639.3225,1639.3225,10000.1
09.05.2017 01:00:00.000 GMT+1200,1706.9313,1706.9313,1706.9313,1706.9313,10000.1
10.05.2017 01:00:00.000 GMT+1200,1756.8025,1756.8025,1756.8025,1756.8025,10000.1
11.05.2017 01:00:00.000 GMT+1200,1807.3725,1807.3725,1807.3725,1807.3725,10000.1
12.05.2017 01:00:00.000 GMT+1200,1676.9938,1676.9938,1676.9938,1676.9938,10000.1
13.05.2017 01:00:00.000 GMT+1200,1759.9613,1759.9613,1759.9613,1759.9613,10000.1
14.05.2017 01:00:00.000 GMT+1200,1772.4163,1772.4163,1772.4163,1772.4163,10000.1
15.05.2017 01:00:00.000 GMT+1200,1697.3788,1697.3788,1697.3788,1697.3788,10000.1
16.05.2017 01:00:00.000 GMT+1200,1718.2013,1718.2013,1718.2013,1718.2013,10000.1
17.05.2017 01:00:00.000 GMT+1200,1802.1638,1802.1638,1802.1638,1802.1638,10000.1
18.05.2017 01:00:00.000 GMT+1200,1887.3263,1887.3263,1887.3263,1887.3263,10000.1
19.05.2017 01:00:00.000 GMT+1200,1968.1025,1968.1025,1968.1025,1968.1025,10000.1
20.05.2017 01:00:00.000 GMT+1200,2051.735,2051.735,2051.735,2051.735,10000.1
21.05.2017 01:00:00.000 GMT+1200,2055.6175,2055.6175,2055.6175,2055.6175,10000.1
22.05.2017 01:00:00.000 GMT+1200,2139.0275,2139.0275,2139.0275,2139.0275,10000.1
23.05.2017 01:00:00.000 GMT+1200,2291.4775,2291.4775,2291.4775,2291.4775,10000.1
24.05.2017 01:00:00.000 GMT+1200,2476.2963,2476.2963,2476.2963,2476.2963,10000.1
25.05.2017 01:00:00.000 GMT+1200,2357.5038,2357.5038,2357.5038,2357.5038,10000.1
26.05.2017 01:00:00.000 GMT+1200,2247.4825,2247.4825,2247.4825,2247.4825,10000.1
27.05.2017 01:00:00.000 GMT+1200,2106.3075,2106.3075,2106.3075,2106.3075,10000.1
28.05.2017 01:00:00.000 GMT+1200,2207.5775,2207.5775,2207.5775,2207.5775,10000.1
29.05.2017 01:00:00.000 GMT+1200,2289.87,2289.87,2289.87,2289.87,10000.1
30.05.2017 01:00:00.000 GMT+1200,2197.2338,2197.2338,2197.2338,2197.2338,10000.1
31.05.2017 01:00:00.000 GMT+1200,2330.2338,2330.2338,2330.2338,2330.2338,10000.1
01.06.2017 01:00:00.000 GMT+1200,2452.1813,2452.1813,2452.1813,2452.1813,10000.1
02.06.2017 01:00:00.000 GMT+1200,2517.4088,2517.4088,2517.4088,2517.4088,10000.1
03.06.2017 01:00:00.000 GMT+1200,2555.6538,2555.6538,2555.6538,2555.6538,10000.1
04.06.2017 01:00:00.000 GMT+1200,2552.8088,2552.8088,2552.8088,2552.8088,10000.1
05.06.2017 01:00:00.000 GMT+1200,2736.595,2736.595,2736.595,2736.595,10000.1
06.06.2017 01:00:00.000 GMT+1200,2914.0825,2914.0825,2914.0825,2914.0825,10000.1
07.06.2017 01:00:00.000 GMT+1200,2694.2188,2694.2188,2694.2188,2694.2188,10000.1
08.06.2017 01:00:00.000 GMT+1200,2825.0313,2825.0313,2825.0313,2825.0313,10000.1
09.06.2017 01:00:00.000 GMT+1200,2826.7,2826.7,2826.7,2826.7,10000.1
10.06.2017 01:00:00.000 GMT+1200,2942.345,2942.345,2942.345,2942.345,10000.1
11.06.2017 01:00:00.000 GMT+1200,3018.545,3018.545,3018.545,3018.545,10000.1
12.06.2017 01:00:00.000 GMT+1200,2682.595,2682.595,2682.595,2682.595,10000.1
13.06.2017 01:00:00.000 GMT+1200,2738.9313,2738.9313,2738.9313,2738.9313,10000.1
14.06.2017 01:00:00.000 GMT+1200,2494.485,2494.485,2494.485,2494.485,10000.1
15.06.2017 01:00:00.000 GMT+1200,2456.9238,2456.9238,2456.9238,2456.9238,10000.1
16.06.2017 01:00:00.000 GMT+1200,2528.1025,2528.1025,2528.1025,2528.1025,10000.1
17.06.2017 01:00:00.000 GMT+1200,2663.9975,2663.9975,2663.9975,2663.9975,10000.1
18.06.2017 01:00:00.000 GMT+1200,2576.1713,2576.1713,2576.1713,2576.1713,10000.1
19.06.2017 01:00:00.000 GMT+1200,2641.665,2641.665,2641.665,2641.665,10000.1
20.06.2017 01:00:00.000 GMT+1200,2778.8275,2778.8275,2778.8275,2778.8275,10000.1
21.06.2017 01:00:00.000 GMT+1200,2712.1575,2712.1575,2712.1575,2712.1575,10000.1
22.06.2017 01:00:00.000 GMT+1200,2740.79,2740.79,2740.79,2740.79,10000.1
23.06.2017 01:00:00.000 GMT+1200,2738.225,2738.225,2738.225,2738.225,10000.1
24.06.2017 01:00:00.000 GMT+1200,2619.1188,2619.1188,2619.1188,2619.1188,10000.1
25.06.2017 01:00:00.000 GMT+1200,2594.4538,2594.4538,2594.4538,2594.4538,10000.1
26.06.2017 01:00:00.000 GMT+1200,2485.3588,2485.3588,2485.3588,2485.3588,10000.1
27.06.2017 01:00:00.000 GMT+1200,2593.17,2593.17,2593.17,2593.17,10000.1
28.06.2017 01:00:00.000 GMT+1200,2584.5638,2584.5638,2584.5638,2584.5638,10000.1
29.06.2017 01:00:00.000 GMT+1200,2561.5613,2561.5613,2561.5613,2561.5613,10000.1
30.06.2017 01:00:00.000 GMT+1200,2499.9838,2499.9838,2499.9838,2499.9838,10000.1
01.07.2017 01:00:00.000 GMT+1200,2460.2,2460.2,2460.2,2460.2,10000.1
02.07.2017 01:00:00.000 GMT+1200,2529.7838,2529.7838,2529.7838,2529.7838,10000.1
03.07.2017 01:00:00.000 GMT+1200,2581.0663,2581.0663,2581.0663,2581.0663,10000.1
04.07.2017 01:00:00.000 GMT+1200,2625.0713,2625.0713,2625.0713,2625.0713,10000.1
05.07.2017 01:00:00.000 GMT+1200,2629.2725,2629.2725,2629.2725,2629.2725,10000.1
06.07.2017 01:00:00.000 GMT+1200,2619.1125,2619.1125,2619.1125,2619.1125,10000.1
07.07.2017 01:00:00.000 GMT+1200,2521.2363,2521.2363,2521.2363,2521.2363,10000.1
08.07.2017 01:00:00.000 GMT+1200,2579.9338,2579.9338,2579.9338,2579.9338,10000.1
09.07.2017 01:00:00.000 GMT+1200,2525.675,2525.675,2525.675,2525.675,10000.1
10.07.2017 01:00:00.000 GMT+1200,2371.96,2371.96,2371.96,2371.96,10000.1
11.07.2017 01:00:00.000 GMT+1200,2332.1875,2332.1875,2332.1875,2332.1875,10000.1
12.07.2017 01:00:00.000 GMT+1200,2423.16,2423.16,2423.16,2423.16,10000.1
13.07.2017 01:00:00.000 GMT+1200,2364.5163,2364.5163,2364.5163,2364.5163,10000.1
14.07.2017 01:00:00.000 GMT+1200,2232.655,2232.655,2232.655,2232.655,10000.1
15.07.2017 01:00:00.000 GMT+1200,1993.2588,1993.2588,1993.2588,1993.2588,10000.1
16.07.2017 01:00:00.000 GMT+1200,1938.9425,1938.9425,1938.9425,1938.9425,10000.1
17.07.2017 01:00:00.000 GMT+1200,2244.265,2244.265,2244.265,2244.265,10000.1
18.07.2017 01:00:00.000 GMT+1200,2327.8975,2327.8975,2327.8975,2327.8975,10000.1
19.07.2017 01:00:00.000 GMT+1200,2294.405,2294.405,2294.405,2294.405,10000.1
20.07.2017 01:00:00.000 GMT+1200,2877.3863,2877.3863,2877.3863,2877.3863,10000.1
21.07.2017 01:00:00.000 GMT+1200,2694.2913,2694.2913,2694.2913,2694.2913,10000.1
22.07.2017 01:00:00.000 GMT+1200,2838.81,2838.81,2838.81,2838.81,10000.1
23.07.2017 01:00:00.000 GMT+1200,2762.6263,2762.6263,2762.6263,2762.6263,10000.1
24.07.2017 01:00:00.000 GMT+1200,2779.0438,2779.0438,2779.0438,2779.0438,10000.1
25.07.2017 01:00:00.000 GMT+1200,2591.2163,2591.2163,2591.2163,2591.2163,10000.1
26.07.2017 01:00:00.000 GMT+1200,2550.18,2550.18,2550.18,2550.18,10000.1
27.07.2017 01:00:00.000 GMT+1200,2697.4725,2697.4725,2697.4725,2697.4725,10000.1
28.07.2017 01:00:00.000 GMT+1200,2805.1788,2805.1788,2805.1788,2805.1788,10000.1
29.07.2017 01:00:00.000 GMT+1200,2720.08,2720.08,2720.08,2720.08,10000.1
30.07.2017 01:00:00.000 GMT+1200,2746.3263,2746.3263,2746.3263,2746.3263,10000.1
31.07.2017 01:00:00.000 GMT+1200,2873.8325,2873.8325,2873.8325,2873.8325,10000.1
01.08.2017 01:00:00.000 GMT+1200,2735.5875,2735.5875,2735.5875,2735.5875,10000.1
02.08.2017 01:00:00.000 GMT+1200,2723.58,2723.58,2723.58,2723.58,10000.1
03.08.2017 01:00:00.000 GMT+1200,2814.3613,2814.3613,2814.3613,2814.3613,10000.1
04.08.2017 01:00:00.000 GMT+1200,2883.6813,2883.6813,2883.6813,2883.6813,10000.1
05.08.2017 01:00:00.000 GMT+1200,3301.7588,3301.7588,3301.7588,3301.7588,10000.1
06.08.2017 01:00:00.000 GMT+1200,3255.0025,3255.0025,3255.0025,3255.0025,10000.1
07.08.2017 01:00:00.000 GMT+1200,3431.9688,3431.9688,3431.9688,3431.9688,10000.1
08.08.2017 01:00:00.000 GMT+1200,3453.1625,3453.1625,3453.1625,3453.1625,10000.1
09.08.2017 01:00:00.000 GMT+1200,3377.5438,3377.5438,3377.5438,3377.5438,10000.1
10.08.2017 01:00:00.000 GMT+1200,3445.28,3445.28,3445.28,3445.28,10000.1
11.08.2017 01:00:00.000 GMT+1200,3679.6075,3679.6075,3679.6075,3679.6075,10000.1
12.08.2017 01:00:00.000 GMT+1200,3917.6488,3917.6488,3917.6488,3917.6488,10000.1
13.08.2017 01:00:00.000 GMT+1200,4111.1963,4111.1963,4111.1963,4111.1963,10000.1
14.08.2017 01:00:00.000 GMT+1200,4382.7413,4382.7413,4382.7413,4382.7413,10000.1
15.08.2017 01:00:00.000 GMT+1200,4204.43,4204.43,4204.43,4204.43,10000.1
16.08.2017 01:00:00.000 GMT+1200,4425.2963,4425.2963,4425.2963,4425.2963,10000.1
17.08.2017 01:00:00.000 GMT+1200,4316.34,4316.34,4316.34,4316.34,10000.1
18.08.2017 01:00:00.000 GMT+1200,4159.4575,4159.4575,4159.4575,4159.4575,10000.1
19.08.2017 01:00:00.000 GMT+1200,4206.1313,4206.1313,4206.1313,4206.1313,10000.1
20.08.2017 01:00:00.000 GMT+1200,4111.22,4111.22,4111.22,4111.22,10000.1
21.08.2017 01:00:00.000 GMT+1200,4054.9425,4054.9425,4054.9425,4054.9425,10000.1
22.08.2017 01:00:00.000 GMT+1200,4137.6725,4137.6725,4137.6725,4137.6725,10000.1
23.08.2017 01:00:00.000 GMT+1200,4191.2175,4191.2175,4191.2175,4191.2175,10000.1
24.08.2017 01:00:00.000 GMT+1200,4362.475,4362.475,4362.475,4362.475,10000.1
25.08.2017 01:00:00.000 GMT+1200,4408.3238,4408.3238,4408.3238,4408.3238,10000.1
26.08.2017 01:00:00.000 GMT+1200,4387.4613,4387.4613,4387.4613,4387.4613,10000.1
27.08.2017 01:00:00.000 GMT+1200,4394.515,4394.515,4394.515,4394.515,10000.1
28.08.2017 01:00:00.000 GMT+1200,4439.6588,4439.6588,4439.6588,4439.6588,10000.1
29.08.2017 01:00:00.000 GMT+1200,4648.1338,4648.1338,4648.1338,4648.1338,10000.1
30.08.2017 01:00:00.000 GMT+1200,4630.7275,4630.7275,4630.7275,4630.7275,10000.1
